;DJ Industrial Average - Index Total Return Level;FTSE 100 - Index Total Return Level;France CAC 40 - Index Total Return Level
;DJIAK:FG_TOTAL_RET_IDX(,,'UNHEDGED');180555:FG_TOTAL_RET_IDX(,,'UNHEDGED');180454:FG_TOTAL_RET_IDX(,,'UNHEDGED')
;19870930;19851231;19871231
;20251208;20251208;20251208
;Index;Index;Index
;Dow Jones Global;FTSE UK;Euronext
20171211;52590,44957;6315,540123;13704,9111
20171212;52846,59503;6355,30875;13807,58549
20171213;53020,47696;6352,001945;13737,02048
20171214;52862,038;6311,582191;13629,38199
20171215;53170,64208;6347,556152;13609,43887
20171218;53473,60278;6386,908243;13791,16584
20171219;53392,81326;6392,906581;13712,48254
20171220;53332,22112;6376,917076;13635,70542
20171221;53452,21732;6444,115176;13720,28801
20171222;53391,32816;6434,524244;13666,14257
20171225;53391,32816;6434,524244;13666,14257
20171226;53376,18013;6434,524244;13666,14257
20171227;53436,77429;6458,268883;13676,64254
20171228;53573,11116;6464,811805;13601,70996
20171229;53317,96221;6519,847872;13533,27189
20180101;53317,96221;6519,847872;13533,27189
20180102;53544,0022;6486,198849;13472,25659
20180103;53756,82434;6505,714669;13580,96567
20180104;54103,45859;6527,280174;13790,90734
20180105;54579,75491;6551,31293;13936,26081
20180108;54551,97344;6527,81486;13978,73123
20180109;54782,54483;6557,082075;14071,75411
20180110;54746,58658;6571,917737;14022,70007
20180111;55190,2698;6584,156084;13981,59721
20180112;55683,28417;6597,469039;14054,2246
20180115;55683,28417;6589,412865;14037,21758
20180116;55660,996;6578,210684;14048,9387
20180117;56357,57568;6552,342579;13998,41105
20180118;56156,67901;6534,150216;14000,56328
20180119;56284,63647;6559,455795;14081,26688
20180122;56593,07598;6546,434621;14120,71937
20180123;56584,90048;6560,338096;14103,56127
20180124;56674,0878;6485,333053;14001,39323
20180125;56977,77066;6461,924197;13965,83814
20180126;57461,16598;6504,095025;14088,00436
20180129;57078,55234;6509,179153;14068,73013
20180130;56295,78489;6438,287674;13946,91481
20180131;56452,30865;6392,104127;13967,67217
20180201;56537,92848;6355,483841;13900,81923
20180202;55100,5462;6315,634938;13672,56481
20180205;52563,23719;6223,620162;13470,83818
20180206;53791,90247;6059,365276;13154,77733
20180207;53749,9772;6176,477571;13394,56922
20180208;51567,48454;6084,576357;13128,9746
20180209;52302,45159;6018,175584;12944,28817
20180212;53189,70592;6089,981896;13099,35082
20180213;53274,41191;6082,303247;13020,80554
20180214;53827,75492;6122,140104;13163,58312
20180215;54541,80963;6159,818351;13309,49713
20180216;54582,94008;6210,815097;13460,0169
20180219;54582,94008;6170,761071;13395,28965
20180220;54031,85164;6170,002435;13481,10693
20180221;53670,46996;6199,633514;13512,5004
20180222;54026,93387;6192,526743;13530,48513
20180223;54780,84312;6185,713936;13551,23431
20180226;55657,57625;6224,2834;13619,75429
20180227;55015,41816;6218,193492;13618,91118
20180228;54217,11022;6175,039773;13559,18862
20180301;53306,85208;6134,183105;13411,53918
20180302;53156,2113;6043,791672;13090,4906
20180305;53885,59227;6083,186831;13168,58808
20180306;53905,87771;6109,486002;13176,24082
20180307;53741,95344;6118,970983;13221,08341
20180308;53975,00433;6164,964763;13389,9744
20180309;54930,11334;6183,172842;13441,72307
20180312;54589,45083;6174,820895;13447,61026
20180313;54217,439;6109,793359;13361,16502
20180314;53690,77058;6104,588726;13337,11939
20180315;53941,32711;6112,298645;13423,5333
20180316;54099,30614;6133,169584;13462,9855
20180319;53371,52752;6029,403713;13328,45817
20180320;53623,87587;6045,104667;13403,97424
20180321;53526,37085;6026,013596;13371,59293
20180322;51955,39036;5957,265645;13186,48901
20180323;51034,39353;5931,009031;13002,77586
20180326;52486,0685;5902,515582;12928,9391
20180327;51738,13187;5998,010705;13061,46804
20180328;51717,97386;6036,226831;13098,99601
20180329;52270,30319;6049,763516;13193,10504
20180330;52270,30319;6049,763516;13193,10504
20180402;51275,09504;6049,763516;13193,10504
20180403;52119,0435;6027,342865;13154,34791
20180404;52624,78543;6030,390185;13127,98529
20180405;53160,88924;6178,695505;13472,33672
20180406;51919,02108;6165,08348;13425,29222
20180409;52028,36045;6174,619996;13438,44173
20180410;52958,94828;6236,409214;13551,20879
20180411;52484,7653;6228,1653;13475,59363
20180412;53121,78995;6232,858562;13555,4477
20180413;52855,11805;6238,203892;13570,26724
20180416;53317,05055;6181,21535;13575,18254
20180417;53780,47702;6205,136099;13689,98976
20180418;53696,81524;6283,523691;13758,08124
20180419;53527,05953;6301,898811;13787,40947
20180420;53100,44849;6335,647918;13846,70371
20180423;53069,51053;6362,050529;13912,48657
20180424;52147,94794;6384,861274;13937,27516
20180425;52277,52866;6345,241081;13868,75337
20180426;52795,25374;6387,888199;13975,67313
20180427;52771,04142;6457,424703;14051,54948
20180430;52449,70513;6463,522473;14147,167
20180501;52310,55904;6473,043556;14147,167
20180502;51932,72735;6492,70206;14191,6965
20180503;51943,93675;6460,819181;14149,71192
20180504;52669,85786;6516,315627;14200,99275
20180507;52875,68006;6516,315627;14240,54847
20180508;52881,95786;6515,119354;14216,1198
20180509;53301,22532;6598,4536;14248,81413
20180510;53767,48263;6650,399215;14277,96318
20180511;53989,854;6670,76541;14319,7842
20180514;54138,2152;6659,04957;14325,18629
20180515;53718,58206;6669,405185;14357,44911
20180516;53860,80521;6679,098682;14394,63395
20180517;53792,08095;6731,462933;14535,88988
20180518;53794,47883;6723,530264;14516,73029
20180521;54443,55484;6793,001868;14578,76155
20180522;54054,19915;6808,799635;14608,68716
20180523;54168,2483;6731,870938;14416,36253
20180524;54004,89275;6672,358538;14371,28701
20180525;53890,69374;6684,065437;14356,00577
20180528;53890,69374;6684,065437;14288,81066
20180529;53038,03416;6599,635088;14111,34493
20180530;53738,09046;6648,862099;14143,05675
20180531;53189,24975;6644,265076;14069,55643
20180601;53685,29136;6664,664602;14248,51168
20180604;54074,21626;6698,859766;14274,62457
20180605;54044,35667;6651,710103;14252,97522
20180606;54799,24911;6673,839281;14249,10765
20180607;55017,86932;6676,09772;14225,07527
20180608;55181,60628;6655,877514;14229,93682
20180611;55194,21298;6704,718619;14317,76459
20180612;55190,76114;6675,583912;14264,04142
20180613;54930,22277;6675,499948;14262,34549
20180614;54886,84974;6733,204826;14460,43129
20180615;54717,21932;6618,861955;14390,91527
20180618;54492,58379;6616,62181;14256,85944
20180619;53866,12697;6592,792554;14100,3262
20180620;53773,62999;6613,219431;14052,38858
20180621;53345,98162;6553,999429;13915,73064
20180622;53605,90414;6663,132723;14102,56014
20180625;52890,40396;6513,575813;13831,57441
20180626;52956,50181;6537,936447;13824,84841
20180627;52595,55136;6610,590638;13945,01595
20180628;52810,25847;6610,747055;13810,04967
20180629;52930,99425;6629,237693;13935,3944
20180702;53008,99562;6551,910353;13812,97139
20180703;52720,35357;6591,363016;13917,71017
20180704;52720,35357;6573,825688;13930,05451
20180705;53135,42439;6600,457063;14050,03428
20180706;53365,44147;6613,02386;14074,76718
20180709;54072,66829;6674,045793;14133,26491
20180710;54384,90459;6677,561339;14228,15937
20180711;53906,48754;6590,67927;14017,58416
20180712;54396,29899;6642,336312;14153,64933
20180713;54602,58212;6651,484242;14214,66944
20180716;54700,69239;6598,170093;14162,89259
20180717;54821,88743;6620,632682;14197,22001
20180718;54995,17118;6663,993363;14262,40131
20180719;54724,32764;6670,672432;14182,90477
20180720;54710,41165;6666,178202;14133,81785
20180723;54680,211;6646,207131;14081,27313
20180724;55111,75468;6692,446356;14227,72899
20180725;55487,6344;6648,353703;14207,35883
20180726;55734,27309;6655,378118;14349,09273
20180727;55568,31752;6688,500039;14430,8215
20180730;55253,43128;6688,102241;14377,0499
20180731;55490,00308;6729,713453;14429,6071
20180801;55312,35217;6646,46811;14395,7566
20180802;55300,65682;6581,966456;14297,87153
20180803;55598,54529;6654,227426;14344,98512
20180806;55689,45162;6658,292097;14340,26926
20180807;55966,19018;6705,821262;14455,82538
20180808;55867,57708;6756,353175;14404,99935
20180809;55761,11639;6759,233142;14405,9036
20180810;55355,44572;6693,958492;14176,62938
20180813;55081,12992;6672,518831;14170,47451
20180814;55326,53135;6645,623132;14147,1262
20180815;55032,04963;6546,292272;13890,04514
20180816;55928,94138;6612,527191;14004,72143
20180817;56177,47027;6614,458355;13994,03364
20180820;56373,05185;6643,053802;14085,55765
20180821;56512,2442;6620,680425;14161,35888
20180822;56318,14655;6628,155138;14192,81477
20180823;56170,6442;6622,236665;14189,46144
20180824;56462,63756;6634,732794;14223,93758
20180827;57043,65534;6634,732794;14345,96758
20180828;57075,13328;6669,520487;14361,38384
20180829;57234,89863;6622,230639;14404,1665
20180830;56938,98437;6581,425269;14343,24096
20180831;56908,52832;6508,209257;14156,79721
20180903;56908,52832;6571,413228;14174,98257
20180904;56881,48076;6530,484248;13988,81734
20180905;56930,82028;6465,176949;13772,85167
20180906;56989,96825;6416,761755;13729,96364
20180907;56827,4961;6380,585862;13751,91137
20180910;56697,10564;6381,991286;13797,50401
20180911;56947,03309;6376,941518;13834,56696
20180912;57008,13968;6411,853554;13961,15691
20180913;57336,42036;6384,206942;13950,65234
20180914;57362,5903;6403,911033;14014,67486
20180917;57159,59927;6402,205262;14005,37957
20180918;57564,9865;6400,56866;14044,44266
20180919;57913,26855;6427,649697;14122,85546
20180920;58464,24423;6459,688184;14274,34356
20180921;58653,99995;6567,453412;14385,83334
20180924;58256,04829;6539,555147;14338,69432
20180925;58102,87557;6582,646609;14365,59775
20180926;57868,35772;6586,094414;14453,76432
20180927;57988,21909;6616,377088;14526,32646
20180928;58028,51987;6585,474612;14403,32516
20181001;58451,60376;6572,730943;14438,25468
20181002;58720,77136;6554,209922;14336,20818
20181003;58840,1866;6585,54453;14397,84896
20181004;58422,1589;6511,281956;14186,63421
20181005;58026,28475;6423,682035;14051,65488
20181008;58113,46335;6348,890586;13896,65265
20181009;57999,09722;6352,632968;13944,6447
20181010;56173,71773;6272,01342;13658,1568
20181011;54975,79385;6156,997156;13396,21824
20181012;55605,9277;6147,319241;13368,94219
20181015;55409,67114;6176,586475;13366,57292
20181016;56611,90999;6203,106129;13571,12987
20181017;56410,5945;6198,891464;13497,40963
20181018;55703,19597;6176,007488;13423,54649
20181019;55858,41569;6196,054894;13339,2526
20181022;55579,75997;6189,902468;13257,01674
20181023;55303,18821;6112,926021;13032,40429
20181024;53968,40942;6119,751082;12994,09626
20181025;54849,03296;6157,030239;13201,88773
20181026;54198,68742;6100,293571;13031,54076
20181029;53659,98278;6176,564599;13089,22508
20181030;54607,73973;6184,94311;13060,82514
20181031;55137,06652;6266,039505;13362,28325
20181101;55718,79012;6255,499184;13342,20196
20181102;55477,49689;6237,444184;13385,09629
20181105;55896,52246;6245,99136;13383,14744
20181106;56281,46034;6190,45433;13318,65752
20181107;57478,64365;6257,806538;13483,35246
20181108;57573,91812;6283,782772;13466,3142
20181109;57142,26652;6252,682711;13401,47874
20181112;55818,41074;6206,696435;13276,4313
20181113;55597,0227;6207,293846;13388,62553
20181114;55150,96679;6189,722149;13302,03826
20181115;55641,43584;6206,823014;13209,57868
20181116;55914,14702;6185,54073;13187,47427
20181119;55043,35097;6174,087099;13083,7737
20181120;53829,27897;6127,367718;12924,84735
20181121;53847,47961;6217,595849;13057,66404
20181122;53847,47961;6146,8227;12959,61011
20181123;53454,07827;6140,235067;12982,72871
20181126;54247,29835;6213,661328;13108,77854
20181127;54486,14434;6196,748638;13077,74245
20181128;55861,4494;6185,863589;13081,16997
20181129;55824,11944;6217,701088;13141,5584
20181130;56297,96097;6165,84138;13135,45298
20181203;56932,77282;6238,430019;13266,87137
20181204;55170,63557;6203,405146;13172,1196
20181205;55170,63557;6114,261213;12992,66684
20181206;55003,37528;5922,358243;12561,95958
20181207;53796,21018;5987,783842;12647,79908
20181210;53871,88891;5937,810647;12461,9007
20181211;53754,93087;6013,252008;12629,58929
20181212;54101,3181;6077,963817;12900,90992
20181213;54255,96594;6076,470489;12867,98955
20181214;53168,19637;6047,902379;12754,40958
20181217;52048,54628;5984,356998;12613,38528
20181218;52230,89143;5921,045816;12512,36296
20181219;51454,39128;5977,904271;12573,87945
20181220;50430,62572;5930,690483;12350,17985
20181221;49516,80576;5938,85566;12355,2446
20181224;48075,84526;5907,767372;12176,289
20181225;48075,84526;5907,767372;12176,289
20181226;50472,21059;5907,767372;12176,289
20181227;51046,62025;5823,490243;12103,18545
20181228;50878,037;5955,530172;12314,07077
20181231;51462,76809;5950,361716;12450,81061
20190101;51462,76809;5950,361716;12450,81061
20190102;51504,20337;5955,761051;12342,11131
20190103;50070,87175;5919,675005;12137,06362
20190104;51719,4581;6047,712193;12467,7122
20190107;51936,15681;6024,240554;12420,48677
20190108;52501,39924;6069,100042;12562,87641
20190109;52712,74783;6108,934185;12668,94867
20190110;52983,81725;6140,990908;12648,10408
20190111;52970,64546;6119,149272;12584,11722
20190114;52780,55261;6063,286561;12535,19325
20190115;53124,36621;6098,665345;12599,97642
20190116;53436,89682;6070,060612;12664,65334
20190117;53807,31146;6048,06719;12621,55298
20190118;54562,59477;6166,117485;12836,27873
20190121;54562,59477;6168,123599;12814,80059
20190122;53895,93175;6106,883334;12761,51338
20190123;54273,88715;6055,113452;12742,68491
20190124;54224,47143;6033,941271;12825,818
20190125;54630,72857;6025,329128;12967,61581
20190128;54169,21567;5970,363213;12869,55807
20190129;54283,47081;6047,193039;12973,81637
20190130;55243,93276;6142,491037;13099,40772
20190131;55215,78078;6166,581747;13146,69697
20190201;55357,60277;6212,039737;13216,5841
20190204;55745,17967;6224,34321;13166,37222
20190205;56125,41837;6351,096668;13385,32115
20190206;56083,26115;6347,310179;13374,02124
20190207;55649,89635;6277,3554;13127,84083
20190208;55533,40999;6257,537293;13064,84931
20190211;55415,67502;6308,801181;13203,97351
20190212;56239,96978;6312,366547;13314,24593
20190213;56499,8866;6364,403984;13361,42313
20190214;56330,93317;6386,500258;13330,50073
20190215;57313,76893;6421,698815;13569,22633
20190218;57313,76893;6406,430623;13609,65314
20190219;57331,63594;6370,671062;13588,54657
20190220;57478,32561;6414,549664;13682,30235
20190221;57248,42912;6377,829212;13682,72632
20190222;57649,6593;6387,810298;13734,69884
20190225;57796,3666;6392,383628;13776,82897
20190226;57721,11834;6363,350701;13794,92485
20190227;57577,53086;6324,272079;13759,72744
20190228;57441,71176;6307,71701;13799,68612
20190301;57689,53661;6336,246773;13864,6373
20190304;57231,43265;6360,913603;13920,93195
20190305;57202,57571;6404,634844;13949,75996
20190306;56907,39323;6415,844779;13926,82873
20190307;56463,56745;6393,554296;13871,80656
20190308;56437,71644;6345,991779;13775,17718
20190311;56882,64187;6369,499998;13866,65742
20190312;56669,27614;6387,834533;13877,94926
20190313;57018,42007;6395,014888;13973,08438
20190314;57056,32525;6421,731606;14087,37093
20190315;57364,65079;6460,03225;14233,63458
20190318;57509,4088;6523,400694;14254,44315
20190319;57450,12121;6545,573406;14307,94769
20190320;57135,62616;6516,090025;14193,91327
20190321;57616,84874;6579,236793;14183,86466
20190322;56595,56742;6447,103983;13896,62361
20190325;56627,7693;6420,258234;13872,16106
20190326;56940,45865;6436,999446;13995,39653
20190327;56869,13298;6435,118906;13988,02485
20190328;57073,0281;6475,107487;13975,63748
20190329;57541,76116;6515,262775;14118,08185
20190401;58273,52645;6549,443151;14263,20062
20190402;58097,57809;6615,441944;14310,54436
20190403;58184,12241;6639,751267;14430,43612
20190404;58576,80785;6634,52835;14416,97766
20190405;58666,39786;6674,802144;14449,68929
20190408;58479,99041;6679,29761;14438,0184
20190409;58066,25774;6655,705316;14344,71801
20190410;58080,86545;6652,426328;14380,23932
20190411;58049,54169;6656,026003;14474,80208
20190412;58647,40372;6673,174083;14519,6155
20190415;58586,26217;6673,000251;14546,8664
20190416;58737,00773;6702,65586;14604,90598
20190417;58741,31324;6703,909902;14695,8478
20190418;58998,57864;6697,38449;14741,52805
20190419;58998,57864;6697,38449;14741,52805
20190422;58890,859;6697,38449;14741,52805
20190423;59213,71663;6754,107821;14782,22869
20190424;59081,89188;6708,034018;14740,91756
20190425;58782,08475;6681,114099;14705,42774
20190426;58962,57166;6675,778916;14747,85799
20190429;58987,12872;6686,985067;14778,62673
20190430;59072,70181;6666,822725;14813,93285
20190501;58711,12537;6637,199317;14813,93285
20190502;58439,34041;6610,66693;14730,39087
20190503;58877,29988;6637,046485;14758,88237
20190506;58734,40186;6637,046485;14585,14274
20190507;57682,73206;6528,978418;14366,7151
20190508;57687,70414;6538,452101;14424,88329
20190509;57447,76372;6489,091962;14188,01867
20190510;57726,08129;6485,376689;14228,69953
20190513;56352,30834;6449,712642;14055,44423
20190514;56813,04972;6519,874269;14272,06812
20190515;57078,05525;6569,705913;14360,0119
20190516;57588,58499;6641,413206;14558,74222
20190517;57375,49753;6636,998822;14532,36438
20190520;57188,21259;6602,916208;14333,71392
20190521;57627,8791;6619,203541;14428,86519
20190522;57403,59027;6623,961377;14411,48951
20190523;56788,11758;6533,183086;14149,97605
20190524;57014,60765;6575,373181;14253,62649
20190527;57014,60765;6575,373181;14333,94651
20190528;56484,43603;6567,437027;14270,81538
20190529;56003,98689;6491,863595;14069,41583
20190530;56111,46651;6526,543613;14145,20283
20190531;55341,27741;6475,507687;14033,94485
20190603;55351,86507;6496,384395;14129,44059
20190604;56494,57676;6523,05077;14211,3211
20190605;56977,67684;6528,407304;14278,63908
20190606;57381,66653;6570,760592;14242,03123
20190607;57981,44748;6636,002953;14474,03703
20190610;58157,1525;6675,467488;14532,23947
20190611;58125,52257;6696,202676;14621,87707
20190612;58028,06001;6668,301047;14531,24957
20190613;58261,57668;6673,266949;14533,16581
20190614;58247,95472;6652,631812;14511,49871
20190617;58299,13442;6663,068154;14575,01681
20190618;59087,27159;6740,709962;14904,41229
20190619;59173,1263;6704,938888;14927,99075
20190620;59729,4406;6725,587468;14977,60952
20190621;59653,42814;6710,247236;14958,02219
20190624;59672,20413;6718,568323;14940,11266
20190625;59271,85164;6723,768208;14926,22345
20190626;59246,41321;6718,298982;14888,73156
20190627;59223,54891;6711,315259;14869,48814
20190628;59387,38453;6732,442692;14992,25653
20190701;59649,64266;6797,596132;15070,60238
20190702;59804,24171;6853,53328;15094,69668
20190703;60227,91275;6898,977321;15217,39352
20190704;60227,91275;6895,569525;15222,58105
20190705;60143,23661;6849,823372;15149,43699
20190708;59884,15199;6846,31132;15140,02351
20190709;59842,67572;6834,711642;15093,72607
20190710;60014,06134;6829,464914;15081,50337
20190711;60523,21756;6810,671269;15039,13188
20190712;61068,28747;6807,179578;15095,78561
20190715;61128,90131;6830,527693;15110,27818
20190716;61076,31881;6871,776893;15208,26301
20190717;60817,64926;6833,918641;15092,6807
20190718;60835,92282;6795,499468;15035,34899
20190719;60697,84916;6809,651024;15040,19432
20190722;60737,41721;6815,303191;15079,95009
20190723;61133,70416;6853,329907;15218,48705
20190724;60956,63332;6803,085935;15185,19391
20190725;60668,28682;6794,376837;15109,85262
20190726;60783,35254;6848,821391;15196,51826
20190729;60847,93488;6973,612515;15172,28475
20190730;60795,78388;6937,468622;14928,40484
20190731;60049,75173;6883,039908;14949,60933
20190801;59427,42659;6882,230992;15053,93368
20190802;59207,43227;6720,89132;14516,47071
20190805;57492,20428;6554,659807;14198,31824
20190806;58193,95737;6507,324389;14179,65092
20190807;58143,76847;6531,831746;14265,94284
20190808;59037,23708;6643,731225;14594,91991
20190809;58845,82732;6614,502906;14432,29546
20190812;58008,22427;6589,76611;14384,57985
20190813;58842,37352;6611,812366;14527,49576
20190814;57056,99345;6517,877685;14224,74057
20190815;57317,68751;6468,2665;14185,80435
20190816;58022,84232;6514,154866;14358,79128
20190819;58589,68838;6580,510011;14551,12106
20190820;58201,07811;6521,337847;14478,20786
20190821;58739,75033;6593,620268;14724,28045
20190822;58850,7384;6529,392545;14596,32994
20190823;57453,35302;6498,990285;14430,06762
20190826;58072,9097;6498,990285;14495,49793
20190827;57801,75771;6494,038888;14593,20953
20190828;58380,71207;6517,060018;14543,65511
20190829;59141,70174;6581,550842;14763,54708
20190830;59254,75109;6602,489151;14846,18783
20190902;59254,75109;6670,977602;14880,21771
20190903;58614,57056;6658,383738;14807,16467
20190904;59168,14559;6697,843058;14985,94836
20190905;60004,81302;6671,565565;15151,98701
20190906;60160,4225;6681,813418;15180,76629
20190909;60258,32553;6639,114547;15140,03655
20190910;60424,32307;6668,611038;15151,55511
20190911;60935,41274;6732,90563;15218,88815
20190912;61037,37178;6739,302108;15286,06242
20190913;61151,51413;6760,20798;15320,18744
20190916;60830,93112;6717,958575;15176,44204
20190917;60907,26766;6717,033773;15212,42463
20190918;60988,78473;6711,200134;15226,33378
20190919;60871,30873;6750,080277;15330,43992
20190920;60512,48126;6739,53043;15416,31548
20190923;60546,0023;6722,246002;15253,73278
20190924;60226,48587;6690,445947;15247,14151
20190925;60592,55083;6689,12607;15126,53013
20190926;60413,74657;6745,989123;15226,13772
20190927;60254,52164;6814,935109;15300,56278
20190930;60471,49418;6798,42094;15401,48693
20191001;59699,139;6754,468998;15184,04566
20191002;58588,37372;6536,261967;14709,73533
20191003;58888,99648;6502,219433;14753,11473
20191004;59726,62467;6573,641291;14887,54657
20191007;59511,53943;6612,690758;14977,83917
20191008;58805,8434;6562,407399;14801,55469
20191009;59224,20019;6583,856429;14916,8983
20191010;59562,88729;6610,251468;15106,53478
20191011;60282,03519;6666,101374;15368,09073
20191014;60216,32547;6635,174385;15307,32102
20191015;60750,08354;6633,509509;15467,29079
20191016;60698,78117;6593,323122;15453,32725
20191017;60763,89477;6608,104746;15388,67539
20191018;60204,72391;6578,892883;15288,80241
20191021;60333,91434;6590,91465;15321,62125
20191022;60244,99106;6635,864734;15346,95478
20191023;60348,09936;6680,252558;15335,4355
20191024;60284,19051;6743,682808;15419,22981
20191025;60627,2239;6740,202593;15521,81914
20191028;60925,56686;6746,473179;15544,65471
20191029;60882,16376;6723,446196;15570,62914
20191030;61141,39267;6746,010216;15640,41002
20191031;60825,5091;6671,593255;15542,73182
20191101;61502,72931;6721,337716;15629,60407
20191104;61760,80512;6783,252466;15798,92027
20191105;61829,4423;6800,185092;15865,08268
20191106;61834,09437;6808,070381;15918,93484
20191107;62317,26142;6823,047316;15984,7291
20191108;62345,0562;6779,724147;15981,24545
20191111;62368,12162;6751,305985;15992,39976
20191112;62368,12162;6785,299876;16062,77387
20191113;62575,55761;6772,196441;16028,41476
20191114;62587,70132;6732,019627;16012,09867
20191115;63115,09315;6741,421586;16115,74224
20191118;63185,71016;6745,810835;16090,64645
20191119;62955,36422;6760,67567;16034,36185
20191120;62708,66326;6704,084259;15993,61698
20191121;62607,1578;6684,977761;15958,82743
20191122;62853,67037;6766,484441;15991,16245
20191125;63298,52463;6830,654817;16081,93921
20191126;63423,03287;6836,976945;16094,86909
20191127;63529,1861;6861,578167;16087,3248
20191128;63529,1861;6856,725698;16048,99487
20191129;63323,3457;6792,100452;16028,49203
20191202;62717,52644;6736,080913;15713,81439
20191203;62084,91457;6618,500573;15552,95547
20191204;62437,50536;6645,997506;15749,75051
20191205;62508,87406;6599,436545;15754,80518
20191206;63287,13901;6693,569539;15953,3041
20191209;63061,45824;6688,236657;15859,14108
20191210;62998,4757;6669,617656;15888,42776
20191211;63065,28929;6671,921503;15923,32365
20191212;63564,09261;6725,891322;15986,86254
20191213;63594,43456;6799,833882;16081,29991
20191216;63821,62105;6952,978998;16279,05538
20191217;63892,29107;6958,744422;16215,49396
20191218;63829,28591;6973,041742;16191,96658
20191219;64140,47928;7004,155904;16226,40504
20191220;64317,07768;7012,162822;16360,22507
20191223;64535,06634;7050,182021;16381,52814
20191224;64453,51222;7064,043171;16382,00995
20191225;64453,51222;7064,043171;16382,00995
20191226;64692,96248;7064,043171;16382,00995
20191227;64746,92311;7075,76797;16403,30819
20191230;64333,0206;7022,22464;16253,40736
20191231;64505,47998;6980,937194;16242,10262
20200101;64505,47998;6980,937194;16242,10262
20200102;65264,14795;7038,919556;16414,46337
20200103;64749,12821;7055,671397;16421,71304
20200106;64904,01979;7012,104313;16358,92
20200107;64633,34292;7010,730956;16355,56
20200108;64998,33496;7011,728628;16406,27533
20200109;65486,70351;7033,228401;16437,71369
20200110;65185,61839;7023,728986;16422,89904
20200113;65373,96915;7051,262052;16420,26304
20200114;65447,74497;7055,656944;16436,40706
20200115;65652,50739;7074,584652;16413,87877
20200116;66257,28509;7046,653595;16431,34788
20200117;66387,19803;7106,609171;16599,18257
20200120;66387,19803;7085,200351;16538,83868
20200121;66043,23801;7047,478145;16450,26915
20200122;66021,14602;7011,565738;16355,01974
20200123;65973,37056;6952,07582;16248,40578
20200124;65587,9212;7024,588471;16391,15727
20200127;64560,92576;6863,523197;15952,45141
20200128;64984,12215;6927,090197;16123,32761
20200129;65010,36094;6929,75788;16202,41391
20200130;65298,98763;6835,667921;15979,37802
20200131;63933,68143;6746,813867;15801,318
20200203;64259,0101;6784,134631;15872,53331
20200204;65181,74654;6889,238274;16151,59032
20200205;66275,12708;6928,748553;16288,60907
20200206;66481,37318;6949,852711;16432,24524
20200207;65890,67251;6914,574504;16409,3048
20200210;66298,66571;6896,219963;16370,98
20200211;66297,59062;6944,897531;16477,34984
20200212;66920,53151;6977,983281;16613,33351
20200213;66700,44416;6917,429836;16581,79267
20200214;66663,08377;6877,608276;16517,07425
20200217;66663,08377;6900,003004;16562,23586
20200218;66293,94399;6852,438025;16482,96678
20200219;66564,49322;6922,065189;16631,07429
20200220;66274,06846;6911,458857;16497,88297
20200221;65757,90306;6881,049053;16409,20764
20200224;63432,73599;6651,40583;15761,94469
20200225;61437,60589;6522,275484;15456,61981
20200226;61156,80752;6545,124759;15469,86123
20200227;58465,75905;6341,478706;14955,66465
20200228;57697,30699;6140,13207;14450,3083
20200302;60635,53446;6209,437861;14514,57306
20200303;58850,94513;6268,507959;14677,49642
20200304;61515,50887;6359,384082;14872,68839
20200305;59313,87881;6271,779983;14590,21538
20200306;58731,43863;6044,609889;13986,06521
20200309;54171,40323;5579,953629;12812,55685
20200310;56822,26263;5574,77041;12618,51794
20200311;53518,12328;5496,476899;12546,76475
20200312;48172,506;4902,011607;11006,4275
20200313;52715,23277;5022,408128;11208,09542
20200316;45900,96604;4821,147577;10563,80832
20200317;48285,67413;4955,751771;10864,03502
20200318;45242,53064;4755,162588;10219,18192
20200319;45678,91757;4823,157722;10493,14223
20200320;43602,23159;4859,838534;11019,22567
20200323;42278,64309;4675,499184;10653,19971
20200324;47083,63023;5098,789445;11555,9973
20200325;48210,73169;5325,542731;12072,40377
20200326;51284,35033;5451,971811;12375,51806
20200327;49202,72904;5165,417178;11852,29625
20200330;50773,3915;5215,374485;11946,74306
20200331;49840,30942;5316,817345;11994,80115
20200401;47626,20589;5113,04168;11479,44647
20200402;48707,03882;5122,099226;11516,86843
20200403;47900,15356;5061,302245;11335,77337
20200406;51603,05132;5217,280594;11858,43179
20200407;51543,59397;5331,355886;12109,80576
20200408;53317,63905;5306,383585;12122,03588
20200409;53977,52203;5459,910159;12296,92342
20200410;53977,52203;5459,910159;12296,92342
20200413;53229,72457;5459,910159;12296,92342
20200414;54501,80749;5411,056843;12343,46823
20200415;53488,19933;5230,105195;11879,1227
20200416;53564,05605;5262,771383;11869,40439
20200417;55184,04975;5411,00649;12275,5287
20200420;53836,34182;5435,187411;12355,46949
20200421;52398,70342;5274,556816;11895,53832
20200422;53438,83667;5395,73301;12043,88828
20200423;53540,95615;5451,412962;12150,89613
20200424;54132,97875;5384,04084;11993,42323
20200427;54949,25471;5472,541964;12299,00596
20200428;54875,85702;5577,101505;12476,36175
20200429;56087,85581;5723,816631;12752,9819
20200430;55431,80544;5524,04505;12482,8893
20200501;54015,54246;5394,126642;12482,8893
20200504;54074,88527;5385,438608;11996,4493
20200505;54378,47058;5474,95921;12301,0493
