;DJ Industrial Average - Index Total Return Level;FTSE 100 - Index Total Return Level;France CAC 40 - Index Total Return Level
;DJIAK:FG_TOTAL_RET_IDX(,,'UNHEDGED');180555:FG_TOTAL_RET_IDX(,,'UNHEDGED');180454:FG_TOTAL_RET_IDX(,,'UNHEDGED')
;19870930;19851231;19871231
;20251208;20251208;20251208
;Index;Index;Index
;Dow Jones Global;FTSE UK;Euronext
20090806;16090,17457;2929,07;6560,50517
20090807;16288,02074;2954,69;6642,19415
20090810;16232,18766;2948,84;6610,88828
20090811;16069,88812;2917,08;6519,66241
20090812;16287,93145;2950,9;6615,98017
20090813;16351,57261;2975,11;6648,33637
20090814;16217,97876;2949,16;6593,39484
20090817;15903,01801;2906,02;6450,82687
20090818;16048,54184;2931,52;6509,29463
20090819;16166,98199;2940;6508,63723
20090820;16290,49157;2981,95;6612,35973
20090821;16568,69581;3041,07;6821,91098
20090824;16574,49173;3069,49;6890,64085
20090825;16626,78675;3082,39;6944,30154
20090826;16634,16338;3066,05;6921,13802
20090827;16698,84059;3052,74;6883,76544
20090828;16641,91273;3077,54;6979,70328
20090831;16558,36581;3077,54;6904,87039
20090901;16237,49611;3021,62;6772,38017
20090902;16190,42823;3022,03;6752,90082
20090903;16301,96725;3008,98;6715,81777
20090904;16470,59419;3043,45;6801,34334
20090907;16470,59419;3094,56;6903,5159
20090908;16572,40129;3103,44;6918,89339
20090909;16659,43844;3140,59;7007,19821
20090910;16799,48913;3130,15;7003,76597
20090911;16766,37798;3145,08;7058,61317
20090914;16804,76822;3149,72;7050,52151
20090915;16903,58022;3164,33;7091,34438
20090916;17092,62908;3216,14;7207,72606
20090917;17080,35909;3241,13;7248,32201
20090918;17143,68809;3246,74;7234,27848
20090921;17071,51942;3222,55;7204,65122
20090922;17160,57582;3227,73;7226,11448
20090923;17018,61331;3226,91;7222,8495
20090924;16946,84045;3189,17;7102,96044
20090925;16873,08855;3191,02;7066,64268
20090928;17093,7346;3243,44;7228,90945
20090929;17011,38823;3239,68;7208,31209
20090930;16961,49836;3223,93;7172,98608
20091001;16606,98995;3169,87;7031,93268
20091002;16569,90104;3132,75;6897,98097
20091005;16765,64075;3155,13;6945,44857
20091006;16995,30164;3226,5;7125,36919
20091007;16997,08471;3208,57;7099,27858
20091008;17104,20143;3237,3;7194,53175
20091009;17240,63986;3241,83;7180,92234
20091012;17277,09388;3272,17;7268,21248
20091013;17251,33832;3236,99;7184,28867
20091014;17504,40321;3302;7337,90735
20091015;17586,68892;3281,17;7340,08501
20091016;17469,53414;3260,62;7233,82698
20091019;17637,8038;3317,98;7356,22259
20091020;17549,17826;3294,02;7316,70259
20091021;17393,93309;3304,25;7320,04441
20091022;17630,24538;3272,52;7221,06445
20091023;17439,39809;3294,65;7197,23853
20091026;17257,14157;3262,7;7076,67156
20091027;17281,98873;3268,5;7075,73209
20091028;17073,03474;3192,74;6924,21593
20091029;17422,61305;3228,75;7019,17374
20091030;16985,6732;3170,2;6818,21416
20091102;17119,8214;3207,88;6878,25923
20091103;17089,15895;3165,59;6773,90913
20091104;17151,9741;3215,66;6936,60191
20091105;17508,63191;3226,84;7009,17901
20091106;17546,46896;3237,6;7006,44789
20091109;17908,41691;3295,8;7154,23694
20091110;17948,925;3292,89;7154,42762
20091111;18026,49933;3320,09;7208,85528
20091112;17862,2165;3326,24;7196,92105
20091113;17990,09499;3338,77;7218,17797
20091116;18238,29817;3393,17;7328,14442
20091117;18293,40077;3370;7263,4539
20091118;18285,77949;3374,54;7264,22366
20091119;18121,15976;3327,52;7135,30116
20091120;18102,59694;3317,23;7077,88389
20091123;18335,56036;3382,98;7237,0837
20091124;18305,32947;3363,06;7182,89525
20091125;18359,16166;3389,51;7229,46735
20091126;18359,16166;3281,68;6982,87364
20091127;18100,69404;3314,28;7063,90231
20091130;18161,99386;3279,49;6985,50982
20091201;18387,52668;3356,25;7166,95584
20091202;18354,48279;3367,38;7205,26211
20091203;18202,53402;3358,29;7211,32308
20091204;18242,47863;3364,2;7301,50161
20091207;18244,60193;3356,81;7289,02045
20091208;18066,06904;3301,48;7185,10457
20091209;18159,43588;3289,51;7132,13221
20091210;18284,93072;3315,09;7209,92303
20091211;18405,41247;3325,97;7220,07105
20091214;18458,41686;3359,96;7273,17106
20091215;18372,20169;3341,26;7290,50263
20091216;18353,07228;3363,25;7369,86499
20091217;18119,5341;3298,36;7284,29796
20091218;18155,80027;3285,21;7215,10339
20091221;18305,64729;3346,65;7362,70576
20091222;18394,91786;3368,57;7412,74713
20091223;18398,90344;3396,64;7436,28355
20091224;18493,22886;3415,63;7440,03643
20091225;18493,22886;3415,63;7440,03643
20091228;18544,52069;3415,63;7505,48189
20091229;18541,59732;3437,88;7529,88907
20091230;18547,04541;3412,89;7483,33733
20091231;18335,23408;3422,39;7484,92508
20100101;18335,23408;3422,39;7484,92508
20100104;18610,04067;3477,69;7632,54407
20100105;18589,04481;3491,7;7630,53998
20100106;18603,871;3496,56;7639,58134
20100107;18664,64623;3494,47;7653,14848
20100108;18684,59434;3499,22;7691,81428
20100111;18765,18469;3501,64;7687,9273
20100112;18700,55283;3476,75;7606,07871
20100113;18794,70789;3460,94;7607,62603
20100114;18847,10492;3476,57;7635,96754
20100115;18675,10126;3449,49;7519,24194
20100118;18675,10126;3474,16;7563,12489
20100119;18878,89833;3486,02;7624,37826
20100120;18669,4492;3428,91;7470,88345
20100121;18293,93113;3374,69;7343,87565
20100122;17912,02579;3354,38;7265,20099
20100125;17954,07529;3327,39;7191,16907
20100126;17949,55098;3337,85;7239,07679
20100127;18023,27069;3300,69;7149,2435
20100128;17819,54348;3255,31;7014,21131
20100129;17725,99663;3282,37;7110,56147
20100201;17934,11508;3319,63;7153,44515
20100202;18130,12434;3342,34;7248,75655
20100203;18094,27504;3327,18;7213,26257
20100204;17621,47708;3255,07;7015,09326
20100205;17639,18537;3205,75;6776,47195
20100208;17469,03459;3225,65;6859,20425
20100209;17733,92084;3238,01;6869,65069
20100210;17703,66545;3257,42;6913,1034
20100211;17890,26254;3276,13;6877,24132
20100212;17819,85311;3264,06;6843,62409
20100215;17819,85311;3279,94;6862,92281
20100216;18120,9894;3328,55;6976,66578
20100217;18205,06761;3353,83;7083,46618
20100218;18352,80503;3384,62;7126,47541
20100219;18376,03491;3405,65;7168,99719
20100222;18342,52515;3401,77;7144,72559
20100223;18164,16241;3378,27;7050,3175
20100224;18326,23753;3398,66;7066,71983
20100225;18241,02096;3357,5;6924,24577
20100226;18248,50078;3406,04;7053,64223
20100301;18387,27824;3438,75;7169,15435
20100302;18391,15172;3488,44;7249,76066
20100303;18374,98984;3522,82;7307,94654
20100304;18458,73777;3518,97;7281,11307
20100305;18674,45213;3565,19;7437,0832
20100308;18654,67921;3569,62;7424,0078
20100309;18678,81493;3566,81;7436,31391
20100310;18688,07036;3596,68;7500,09312
20100311;18777,80369;3581,81;7472,33421
20100312;18800,53792;3587,16;7469,38102
20100315;18832,50139;3566,88;7399,98169
20100316;18910,06964;3583,83;7491,35668
20100317;18994,45855;3603,2;7527,37185
20100318;19074,96904;3601,92;7489,89124
20100319;19009,16977;3606,71;7465,66291
20100322;19086,87176;3603,14;7470,53471
20100323;19269,02341;3621,71;7517,21837
20100324;19175,80777;3625,85;7512,00632
20100325;19184,76824;3657,63;7608,37714
20100326;19200,95058;3641,91;7586,406
20100329;19285,35654;3646,78;7608,71125
20100330;19308,23328;3622,3;7583,50954
20100331;19218,33171;3627,28;7558,0349
20100401;19343,68989;3668,95;7672,56496
20100402;19343,68989;3668,95;7672,56496
20100405;19425,96874;3668,95;7672,56496
20100406;19419,68076;3691,6;7710,04071
20100407;19303,28142;3681,37;7658,75185
20100408;19355,62431;3649,84;7566,4964
20100409;19480,12274;3687,07;7703,58905
20100412;19495,38384;3691,33;7703,51485
20100413;19519,21257;3681,11;7668,30494
20100414;19702,88123;3704,44;7717,19539
20100415;19740,90011;3722,83;7732,31699
20100416;19517,87388;3671,03;7582,03775
20100419;19647,86096;3660,77;7551,31074
20100420;19692,17169;3696,42;7658,1563
20100421;19706,09409;3659,24;7565,00232
20100422;19728,32274;3622,09;7464,16006
20100423;19852,32107;3659,38;7514,84041
20100426;19853,66015;3678,69;7602,50003
20100427;19476,17493;3582,58;7311,90534
20100428;19577,0648;3575,23;7202,36578
20100429;19793,39706;3595,22;7304,35226
20100430;19512,09814;3553,91;7263,15752
20100503;19765,93692;3553,91;7294,84692
20100504;19367,02828;3462,92;7047,63676
20100505;19273,57944;3429,9;6962,29113
20100506;18665,23367;3377,94;6827,8335
20100507;18417,04146;3289,35;6520,6806
20100510;19135,06915;3459,11;7150,52469
20100511;19075,51684;3424,95;7098,45806
20100512;19354,82462;3457,93;7182,91213
20100513;19152,39947;3490,22;7178,43039
20100514;18863,25903;3380,46;6860,90239
20100517;18883,00157;3380,26;6828,50821
20100518;18680,58824;3409,04;6970,66654
20100519;18569,2659;3316,39;6783,05729
20100520;17900,12253;3261,77;6660,37756
20100521;18123,03595;3255,21;6660,98595
20100524;17897,56957;3259,51;6663,2158
20100525;17856,991;3176,61;6471,22732
20100526;17733,77725;3240;6621,40114
20100527;18254,74192;3341,02;6878,27209
20100528;18037,02333;3336,69;6858,27061
20100531;18037,02333;3336,69;6848,54846
20100601;17839,79459;3320,52;6841,47687
20100602;18241,28278;3322,31;6838,40744
20100603;18251,50492;3360,91;6947,45395
20100604;17676,10577;3305,98;6748,78152
20100607;17470,58686;3269,26;6669,0111
20100608;17695,26732;3242,87;6603,83787
20100609;17622,75069;3280,43;6737,96999
20100610;18109,24441;3310,52;6874,55198
20100611;18188,94016;3330,63;6950,57002
20100614;18154,07121;3355,43;7104,34308
20100615;18535,07178;3365,55;7173,84082
20100616;18543,41878;3379,22;7202,08392
20100617;18588,79211;3389,53;7216,09137
20100618;18618,1434;3383,19;7224,18496
20100621;18603,46776;3414,3;7320,06408
20100622;18338,22902;3380,71;7259,66973
20100623;18346,98055;3337,05;7135,20059
20100624;18087,5313;3286,59;6968,59659
20100625;18071,50926;3251,95;6898,7565
20100628;18065,98787;3268,2;7009,93157
20100629;17588,05097;3166,73;6728,75236
20100630;17418,88459;3169,44;6748,15248
20100701;17345,61224;3097,82;6550,58651
20100702;17263,54273;3118,66;6570,11048
20100705;17263,54273;3109,28;6538,88937
20100706;17365,38101;3200,47;6717,2525
20100707;17867,30028;3232,9;6835,14615
20100708;18082,59172;3291,33;6942,69586
20100709;18187,87531;3309,05;6974,52658
20100712;18220,40524;3331,02;7000,39656
20100713;18482,12945;3398,07;7137,94813
20100714;18488,74342;3386,78;7128,56918
20100715;18475,51548;3359,56;7028,17722
20100716;18015,08921;3325,75;6867,9587
20100719;18115,95092;3318,94;6840,81007
20100720;18250,70324;3313,25;6804,88393
20100721;18061,89898;3362,56;6855,7037
20100722;18421,99697;3426,5;7064,96361
20100723;18604,6123;3425,73;7077,69182
20100726;18784,52622;3450,56;7134,84544
20100727;18806,40764;3459,94;7194,14738
20100728;18735,36055;3433,46;7201,90949
20100729;18680,52193;3429,76;7165,71375
20100730;18678,3608;3393,66;7148,49758
20100802;19050,34499;3483,44;7362,16257
20100803;18982,53959;3483,03;7353,2903
20100804;19071,83747;3484,45;7379,20839
20100805;19062,10694;3471,26;7386,0198
20100806;19032,63148;3449,67;7291,5584
20100809;19113,35098;3500,21;7411,89465
20100810;19016,00082;3478,15;7320,07254
20100811;18557,03112;3397,1;7119,36003
20100812;18451,7526;3410,61;7105,20518
20100813;18421,71168;3416,68;7085,25142
20100816;18419,68189;3417,11;7059,13651
20100817;18616,96551;3465,33;7187,72787
20100818;18647,18147;3439,98;7157,89275
20100819;18388,78753;3380,57;7009,70559
20100820;18285,67384;3370,18;6920,23313
20100823;18215,48608;3395,85;6973,8294
20100824;17975,6553;3344,67;6851,89355
20100825;18010,74919;3314,61;6771,58414
20100826;17877,82603;3344,73;6820,35001
20100827;18180,38053;3374,4;6883,945
20100830;17935,3356;3374,4;6855,84179
20100831;17947,4917;3389,74;6863,27427
20100901;18404,17123;3481,76;7124,86489
20100902;18494,91034;3484,77;7139,78678
20100903;18723,99609;3521,82;7219,94249
20100906;18723,99609;3528,98;7244,57513
20100907;18531,80278;3508,63;7164,13255
20100908;18619,71674;3526,32;7229,78422
20100909;18670,32154;3568,16;7318,15403
20100910;18755,52211;3573,02;7325,36002
20100913;18913,68028;3614,51;7406,63157
20100914;18882,04865;3615,73;7420,87932
20100915;18964,99684;3608,37;7384,00091
20100916;19006,27084;3598,36;7345,96708
20100917;19029,62323;3577,78;7317,88768
20100920;19291,11576;3638,89;7447,64536
20100921;19304,4212;3621,77;7440,5422
20100922;19265,45528;3606,77;7343,52073
20100923;19127,51322;3603,63;7295,45289
20100924;19482,41533;3637,02;7436,76711
20100927;19395,93001;3620,75;7404,68284
20100928;19482,56869;3624,01;7397,19429
20100929;19441,5579;3618,94;7347,58936
20100930;19356,82038;3605,52;7304,44601
20101001;19431,5089;3634,3;7259,05208
20101004;19291,49698;3610,3;7175,91994
20101005;19638,60704;3662,14;7337,37495
20101006;19694,56562;3692,47;7402,22071
20101007;19660,31774;3679,95;7413,14731
20101008;19764,2845;3677,01;7398,81262
20101011;19771,21562;3686,62;7409,25108
20101012;19789,29089;3679,6;7370,66525
20101013;19925,19514;3736,51;7526,92263
20101014;19922,47706;3723,42;7508,91031
20101015;19865,39727;3707,92;7525,02931
20101018;20010,67892;3733,37;7539,04056
20101019;19714,27173;3708,25;7485,30754
20101020;19953,15932;3725,74;7526,56046
20101021;20028,49788;3744,56;7625,10358
20101022;20003,3397;3733,84;7605,96725
20101025;20059,91162;3740,74;7608,83961
20101026;20069,63491;3711,68;7574,73783
20101027;19992,05252;3673,96;7502,22254
20101028;19969,88612;3694,7;7539,7188
20101029;19978,04553;3692,92;7537,06845
20101101;19989,06073;3705,59;7552,0344
20101102;20104,24441;3746,45;7600,41867
20101103;20159,9893;3744,76;7555,63728
20101104;20557,42819;3818,9;7700,81476
20101105;20574,02783;3827,08;7700,70566
20101108;20515,90411;3810,54;7694,76166
20101109;20413,78345;3826,98;7757,70112
20101110;20437,89052;3789,71;7656,16475
20101111;20304,82495;3788,59;7614,62826
20101112;20141,932;3776,63;7570,70776
20101115;20158,82056;3791,96;7636,15701
20101116;19849,4669;3701,72;7435,04212
20101117;19834,26185;3715,47;7494,10234
20101118;20146,61297;3765,17;7643,53176
20101119;20186,84156;3741,76;7629,36858
20101122;20141,84009;3707,82;7547,80305
20101123;19885,60444;3642,84;7361,08359
20101124;20157,52242;3692,76;7406,91901
20101125;20157,52242;3720,07;7432,25043
20101126;19993,13881;3700,34;7369,45745
20101129;19936,21175;3623,48;7190,45639
20101130;19855,60324;3608,67;7138,0248
20101201;20306,31769;3685,12;7254,36129
20101202;20498,7008;3766,79;7408,07685
20101203;20534,20088;3752,27;7415,02912
20101206;20498,29119;3768,57;7412,40679
20101207;20492,82964;3793,5;7533,55879
20101208;20525,92076;3784,75;7576,02461
20101209;20527,01384;3793,52;7627,56001
20101210;20599,70389;3796,78;7626,18069
20101213;20638,93023;3828;7698,02086
20101214;20725,58353;3847,9;7720,37313
20101215;20691,14089;3842,17;7675,50144
20101216;20766,58667;3841,47;7691,6557
20101217;20753,32898;3835,36;7650,10632
20101220;20728,45375;3848,33;7685,17677
20101221;20827,81802;3887,64;7769,06981
20101222;20877,29969;3908,35;7753,68272
20101223;20902,58728;3916,56;7737,08725
20101224;20902,58728;3924,96;7715,45369
20101227;20869,235;3924,96;7639,88665
20101228;20906,2779;3924,96;7633,02548
20101229;20928,01569;3917,46;7696,19346
20101230;20899,71555;3900,89;7617,28816
20101231;20913,79726;3854,46;7526,33951
20110103;21082,2309;3854,46;7716,38563
20110104;21119,82891;3928,89;7746,40553
20110105;21179,58253;3948,57;7723,80443
20110106;21145,89134;3932,66;7723,42367
20110107;21105,11987;3909,68;7646,59707
20110110;21037,66908;3891,37;7520,88573
20110111;21099,92082;3929,09;7639,35691
20110112;21250,96681;3953,25;7803,84995
20110113;21208,41672;3935,71;7862,71919
20110114;21308,70359;3921,46;7879,42344
20110117;21308,70359;3910,77;7863,85849
20110118;21406,14484;3956,98;7937,57854
20110119;21389,87864;3906,4;7866,43865
20110120;21385,36101;3835,3;7842,94917
20110121;21474,07081;3853,82;7947,01583
20110124;21670,65613;3884,93;7978,18444
20110125;21664,63262;3867,85;7951,30765
20110126;21679,55449;3902,64;8009,57069
20110127;21687,49457;3899,94;8030,32822
20110128;21387,00378;3845,2;7917,09548
20110131;21510,41719;3833,15;7923,3866
20110201;21778,53164;3895,19;8056,14944
20110202;21784,96677;3927,11;8044,10623
20110203;21824,14611;3916,16;7984,86907
20110204;21878,23474;3925,35;8005,87966
20110207;22003,93945;3960,46;8092,10901
20110208;22148,36505;3986,84;8126,67183
20110209;22166,32015;3970,34;8091,99259
20110210;22147,1315;3949,17;8100,69348
20110211;22232,40558;3977,31;8112,90881
20110214;22233,09136;3975,46;8103,6212
20110215;22159,97921;3960,37;8130,76193
20110216;22284,94885;3992,06;8211,71551
20110217;22339,30138;3993,45;8213,78364
20110218;22471,88861;3990,57;8224,6373
20110221;22471,88861;3945,84;8106,81322
20110222;22148,244;3934;8013,5524
20110223;21954,16704;3887,9;7940,04191
20110224;21888,48532;3885,57;7933,16211
20110225;22016,71549;3938,88;8053,34002
20110228;22190,75687;3934,16;8132,41678
20110301;21885,25724;3895,92;8046,9426
20110302;21901,32904;3885,22;7981,98346
20110303;22248,72716;3944,47;8034,29203
20110304;22088,42127;3934,81;7954,06412
20110307;21943,50034;3923,9;7895,11255
20110308;22177,66109;3924,54;7945,56997
20110309;22180,34135;3907,61;7901,82674
20110310;21765,38172;3847,06;7842,83289
20110311;21885,71451;3836,11;7772,98509
20110314;21793,70687;3800,95;7672,78465
20110315;21543,4021;3748,32;7480,49213
20110316;21103,44331;3688,36;7313,71265
20110317;21396,51995;3752,85;7491,10427
20110318;21549,04083;3767,36;7538,59254
20110321;21872,51162;3812,13;7725,03851
20110322;21839,98575;3796,73;7701,80756
20110323;21962,4563;3820,04;7743,40336
20110324;22116,07742;3876,06;7852,44175
20110325;22206,98481;3889,17;7859,43102
20110328;22165,72579;3891,63;7868,47574
20110329;22318,00467;3909,87;7889,95415
20110330;22448,1364;3923,11;7962,44664
20110331;22392,01194;3897,04;7892,68328
20110401;22495,59459;3963,76;8022,42597
20110404;22541,40907;3968,41;7998,99274
20110405;22530,26501;3961,87;7996,6612
20110406;22605,12485;3984,98;8009,37327
20110407;22573,73534;3962,71;7970,08163
20110408;22520,18044;3994,62;8036,56432
20110411;22522,10787;3993,1;7990,64923
20110412;22308,30128;3934,41;7867,78865
20110413;22321,79326;3966,35;7926,4125
20110414;22347,53816;3935,56;7855,50471
20110415;22450,65544;3956,82;7863,59125
20110418;22195,54687;3873,72;7679,12051
20110419;22314,08355;3891,4;7733,21688
20110420;22660,01272;3977,58;7923,23129
20110421;22755,4462;3974,97;7957,36542
20110422;22755,4462;3974,97;7957,36542
20110425;22707,93603;3974,97;7957,36542
20110426;22918,08248;4008,69;8003,6846
20110427;23099,29802;4011,62;8048,07301
20110428;23230,99095;4012,77;8121,62664
20110429;23316,94951;4012,77;8155,61678
20110502;23311,16384;4012,77;8159,28382
20110503;23311,43935;4021,35;8135,59248
20110504;23161,15005;3959,07;8037,95642
20110505;22907,37981;3916,66;7987,81495
20110506;23017,09331;3954,24;8095,38881
20110509;23100,75674;3931,69;7994,13428
20110510;23238,58778;3982,1;8092,697
20110511;23026,71386;3961,33;8111,81389
20110512;23147,24476;3940,76;8042,25608
20110513;22964,6201;3928,11;8033,38095
20110516;22878,24077;3926,66;8007,70381
20110517;22765,71827;3885,11;7910,88343
20110518;22927,0783;3929,77;7983,98305
20110519;23009,4852;3951,33;8083,81191
20110520;22839,21445;3946,36;8040,37947
20110523;22600,49001;3871,65;7906,11188
20110524;22554,76212;3886,59;7928,10167
20110525;22624,94269;3895,04;7952,6121
20110526;22647,60729;3902,24;7933,578
20110527;22726,96295;3940,64;8001,94252
20110530;22726,96295;3940,64;7984,83485
20110531;22961,15892;3974,56;8128,32504
20110601;22450,45932;3944,91;8046,59181
20110602;22374,49034;3891,22;7898,58571
20110603;22196,76854;3895,94;7900,23992
20110606;22084,78514;3901,36;7852,18339
20110607;22049,80761;3902,35;7869,48939
20110608;22015,51252;3865,51;7800,52587
20110609;22153,31517;3897,09;7883,18554
20110610;21838,22902;3836,84;7750,18107
20110613;21853,58828;3841,94;7760,0982
20110614;22082,21443;3861,68;7876,19904
20110615;21755,19046;3821,42;7758,54709
20110616;21874,7739;3792,32;7730,45124
20110617;21953,11213;3803,05;7794,5233
20110620;22092,14173;3788,71;7745,44048
20110621;22292,62392;3843,22;7903,23305
20110622;22145,70514;3842,7;7891,61553
20110623;22036,57141;3777,07;7721,23174
20110624;21825,50109;3792,6;7715,13076
20110627;22024,80684;3808,99;7739,08222
20110628;22294,26471;3838,64;7851,90837
20110629;22429,80478;3898,82;7999,35255
20110630;22709,53788;3958,58;8120,03153
20110701;23021,1614;3987,91;8174,75262
20110704;23021,1614;4006,4;8166,09622
20110705;22998,3825;4010,72;8123,94258
20110706;23113,89865;3997,05;8088,23001
20110707;23285,00803;4031,43;8126,24354
20110708;23170,98129;3988,83;7990,6497
20110711;22893,74253;3947,93;7774,14526
20110712;22785,95055;3907,85;7705,96298
20110713;22867,83366;3932,8;7745,06315
20110714;22768,07758;3893,2;7659,23794
20110715;22846,08129;3891;7608,908
20110718;22679,28971;3830,51;7453,99467
20110719;23049,6682;3855,27;7544,30909
20110720;23028,52673;3898,76;7666,10986
20110721;23307,87128;3929,44;7793,00719
20110722;23228,64279;3952,84;7845,98841
20110725;23066,78931;3946,34;7785,28575
20110726;22899,18258;3949,32;7734,06314
20110727;22535,13356;3901,96;7624,1866
20110728;22420,76173;3913,04;7580,48299
20110729;22243,31209;3874,38;7495,98841
20110801;22223,62627;3847,23;7326,05494
20110802;21736,61019;3809,89;7192,80043
20110803;21797,34828;3733,22;7054,26258
20110804;20857,84925;3605,29;6779,45555
20110805;20969,47976;3507,58;6694,12937
20110808;19816,27076;3388,57;6380,98477
20110809;20604,38478;3452,72;6485,11938
20110810;19668,06799;3351,76;6131,47363
20110811;20450,75712;3455,96;6308,43014
20110812;20681,46637;3561,19;6562,07564
20110815;21073,99157;3581,64;6613,47452
20110816;20934,9402;3586,36;6596,81764
20110817;20967,97158;3575,25;6644,67721
20110818;20196,84535;3414,73;6280,63438
20110819;19879,04872;3380,22;6161,31316
20110822;19947,05859;3416,79;6232,01381
20110823;20538,98089;3439,67;6299,4324
20110824;20803,51008;3491,18;6412,12499
20110825;20489,4686;3441,05;6370,14122
20110826;20745,05651;3440,26;6306,10532
20110829;21213,3097;3440,26;6442,03786
20110830;21263,35636;3533,31;6453,36266
20110831;21362,0582;3617,89;6651,51024
20110901;21141,40598;3634,07;6670,04191
20110902;20675,46089;3549,15;6430,45443
20110905;20675,46089;3422,09;6138,63666
20110906;20489,75107;3458,48;6069,26649
20110907;21002,47527;3571,65;6289,35003
20110908;20783,43259;3586,28;6315,22447
20110909;20224,68575;3501,85;6087,57688
20110912;20353,29518;3444,75;5842,43357
20110913;20447,49179;3474,72;5924,54978
20110914;20706,88082;3510,83;6035,49174
20110915;21052,28003;3585,07;6232,94622
20110916;21192,05626;3605,8;6203,17576
20110919;20993,05281;3532,69;6030,25345
20110920;21007,12798;3602,65;6120,59517
20110921;20484,53488;3553,07;6021,67278
20110922;19764,54094;3387,25;5705,51122
20110923;19833,87162;3404,18;5763,82572
20110926;20335,42164;3419,34;5864,80948
20110927;20605,77648;3556,86;6201,2747
20110928;20278,7084;3506,48;6144,32226
20110929;20542,21669;3492,51;6210,03363
20110930;20099,11019;3446,56;6116,31425
20111003;19623,80564;3410,96;6003,22995
20111004;19910,72417;3322,88;5846,77097
20111005;20168,14713;3429,35;6099,77279
20111006;20506,21533;3556,45;6307,91119
20111007;20468,96225;3564,6;6349,30836
20111010;21077,42921;3628,86;6484,51162
20111011;21046,31521;3626,65;6468,19011
20111012;21235,3711;3659,46;6624,5745
20111013;21160,30684;3633,63;6536,7538
20111014;21466,982;3675,98;6600,23107
20111017;21010,73643;3656,03;6493,91754
20111018;21342,66555;3638,31;6442,7201
20111019;21216,42218;3665,96;6476,03599
20111020;21291,39533;3621,71;6325,73855
20111021;21783,95631;3691,63;6504,74722
20111024;21977,3228;3731,59;6605,50733
20111025;21595,47634;3716,45;6510,79771
20111026;21895,08968;3735,41;6501,21754
20111027;22521,40164;3843,43;6909,38492
20111028;22563,00685;3835,64;6868,37988
20111031;22053,69209;3729,34;6651,40708
20111101;21505,70403;3646,84;6293,46382
20111102;21834,64289;3697,53;6380,15368
20111103;22222,13351;3739,02;6554,23626
20111104;22109,16778;3726,56;6406,72808
20111107;22266,25857;3715,54;6365,80175
20111108;22480,00906;3753,65;6447,23335
20111109;21761,03014;3682,56;6307,4673
20111110;21975,25645;3672,07;6297,78331
20111111;22455,44779;3739,89;6471,50478
20111114;22317,43124;3722,13;6388,42989
20111115;22351,97466;3721,05;6265,51464
20111116;22017,59852;3720,41;6297,91049
20111117;21768,18106;3662,41;6187,29085
20111118;21815,20927;3621,76;6161,34089
20111121;21355,00468;3526,98;5951,4939
20111122;21263,57464;3516,33;5901,63054
20111123;20826,65667;3474,2;5802,43079
20111124;20826,65667;3465,95;5802,04877
20111125;20786,94709;3491,01;5873,42947
20111128;21325,93279;3591,13;6194,59427
20111129;21406,83021;3607,51;6225,31475
20111130;22314,79398;3723,73;6488,29977
20111201;22267,26468;3712,85;6437,55761
20111202;22266,14305;3755,43;6509,5435
20111205;22411,39482;3766,03;6584,25814
20111206;22508,27607;3766,54;6539,72542
20111207;22604,85343;3752,08;6532,22014
20111208;22236,63909;3709,37;6366,68173
20111209;22582,40989;3740,11;6524,74823
20111212;22282,20515;3671,55;6357,31785
20111213;22164,8979;3713,68;6336,74079
20111214;21929,49236;3630,58;6125,6649
20111215;22013,57579;3653,61;6172,10288
20111216;22009,08386;3644,47;6117,70714
20111219;21823,37037;3629,35;6135,74371
20111220;22449,01286;3666,29;6303,25012
20111221;22456,73338;3646,1;6251,83877
20111222;22573,9573;3691,58;6337,09926
20111223;22804,61466;3729,28;6399,58972
20111226;22804,61466;3729,28;6399,58972
20111227;22799,70108;3729,28;6401,68573
20111228;22544,14942;3726,47;6335,62057
20111229;22795,76952;3766,64;6452,12746
20111230;22666,87038;3770,37;6518,66751
20120102;22666,87038;3770,37;6647,58226
20120103;23001,34658;3856,73;6695,22614
20120104;23046,43266;3835,54;6588,48375
20120105;23041,37628;3805,64;6487,92626
20120106;22951,01188;3822,84;6472,35371
20120109;23011,8638;3797,52;6452,39836
20120110;23141,43764;3854,66;6623,83265
20120111;23117,26551;3837,29;6611,54461
20120112;23157,31816;3831,61;6601,53652
20120113;23066,39162;3814,16;6594,33791
20120116;23066,39162;3828,24;6653,14518
20120117;23177,83636;3852,94;6745,96314
20120118;23371,68048;3860,42;6735,52467
20120119;23455,34914;3886,67;6867,58858
20120120;23634,63913;3878,14;6852,23729
20120123;23612,98371;3914,71;6887,12852
20120124;23551,53295;3893,96;6854,59535
20120125;23702,41778;3875,6;6833,61435
20120126;23660,93499;3924,48;6938,32782
20120127;23523,12779;3882,67;6846,58192
20120130;23510,61264;3840,44;6736,98101
20120131;23471,94225;3847,57;6804,87925
20120201;23630,72556;3921,45;6947,04809
20120202;23610,19203;3925,08;6966,02847
20120203;23904,58976;3996,18;7071,78159
20120206;23872,80099;3990,18;7025,03816
20120207;23934,26865;3988,86;7037,98038
20120208;23968,34119;3979,4;7034,8037
20120209;23980,44961;3992,63;7065,14705
20120210;23814,45159;3963,46;6958,75494
20120213;23955,70383;3999,56;6982,29752
